Percent_Female,Cases_per_CSCs,Percent_OBC,Percent_SC,Percent_ST,low_Equity
0.419222903885481,293.4,0.214723926380368,0.372188139059305,0.0334014996591684,0
0.407131452900479,50.7837837837838,0.0995210218201171,0.764236295902076,0.030335284725918,0
0.575296108291032,19.0645161290323,0.150592216582064,0.727580372250423,0.050761421319797,0
0.482648886194878,30.693023255814,0.353083800575845,0.240642521594181,0.13464161236551,0
0.5017490857052,19.4705882352941,0.33359834631897,0.345603434568294,0.0399904595325171,0
0.317254877201844,54.9012131715771,0.273091735589368,0.386545867794684,0.0502872656102027,0
0.633229813664596,6.42714570858283,0.240993788819876,0.347204968944099,0.0475155279503106,0
0.472551130247578,8.06073752711497,0.182992465016146,0.301399354144241,0.0503229278794403,0
0.664311147630786,50.4281767955801,0.241522870446453,0.194878115584771,0.0173377156943303,0
0.446223564954683,44.1333333333333,0.243957703927492,0.179003021148036,0.0459214501510574,0
0.404929577464789,1.48951048951049,0.233568075117371,0.246478873239437,0.0234741784037559,0
0.605187891144904,136.872093023256,0.373488516976751,0.290119785914536,0.0863138221051737,0
0.450058072009292,4.47272727272727,0.258420441347271,0.247386759581882,0.0209059233449477,0
0.481548154815482,2.88571428571429,0.486948694869487,0.146714671467147,0.0243024302430243,0
0.436792527507322,25.7291242362525,0.229003403783741,0.279110266761656,0.0294466872476846,0
0.442822444730842,83.3636363636364,0.162808565480321,0.0934618816298206,0.0716764151878656,1
0.255838090295797,3.94069529652352,0.257394914374676,0.116761805915931,0.00726517903476907,1
0.333865177502992,17.4097222222222,0.258675708017551,0.403869166334264,0.0243318707618668,0
0.324866956942429,7.84440227703985,0.180696661828737,0.183357522980165,0.117803580067731,0
0.316087880935507,3.1216814159292,0.52586817859674,0.18781006378455,0.107725017717931,0
0.472379412557262,25.4178082191781,0.194395041767718,0.194395041767718,0.0205874427378065,0
0.570111847555924,13.3739612188366,0.113504556752278,0.200186412593206,0.0441176470588235,0
0.229820051413882,4.16488222698073,0.270437017994859,0.288431876606684,0.0282776349614396,1
0.392782474320516,11.9967284623773,0.327242977911099,0.256885737660213,0.22352513407872,0
0.604929143561306,10.484496124031,0.630314232902033,0.0703635243376463,0.0099815157116451,1
0.3835625,202.53164556962,0.18875,0.1541875,0.23775,0
0.410592452684732,33.3886743886744,0.634467871872952,0.0992175153220522,0.0563928612727903,1
0.525979945305378,14.9048913043478,0.40200546946217,0.0849589790337283,0.01640838650866,1
0.384601530841963,19.9371633752244,0.362449347140928,0.10175596578118,0.0102656461053579,0
0.607163828537874,41.5365853658537,0.487375220199648,0.254257193188491,0.0352319436288902,0
0.539578713968958,88.4313725490196,0.192017738359202,0.466629711751663,0.132372505543237,0
0.665996784565916,118.47619047619,0.410771704180064,0.411575562700965,0.0627009646302251,0
0.674663545933294,15.2589285714286,0.255705090696314,0.514335868929198,0.0983031012287888,0
0.755120213713268,11.9468085106383,0.227070347284061,0.556544968833482,0.0400712377560107,0
0,0,0,0,0,1
0.555555555555556,1.15384615384615,0.1,0.211111111111111,0.666666666666667,0
0.385071090047393,22.5066666666667,0.0023696682464455,0.0799763033175355,0.882701421800948,1
0.25,0.244897959183673,0.75,0,0.25,1
0.508771929824561,5.34375,0.0584795321637427,0.111111111111111,0.0526315789473684,0
0.391304347826087,0.479166666666667,0,0.869565217391304,0,0
0.615384615384615,0.65,0.307692307692308,0.307692307692308,0.307692307692308,0
0,0,0,0,0,1
0.469208211143695,2.07926829268293,0.00879765395894428,0.712609970674487,0.255131964809384,0
0.615384615384615,0.12621359223301,0.0769230769230769,0,0.461538461538462,1
0,0,0,0,0,1
0.594850948509485,9.11111111111111,0.134146341463415,0.269647696476965,0.510840108401084,0
0,0,0,0,0,1
0,0,0,0,0,1
0.621428571428571,1.75,0.0428571428571429,0.521428571428571,0.0285714285714286,0
0.759493670886076,1.41071428571429,0.0759493670886076,0.329113924050633,0.177215189873418,0
0.811111111111111,4.35483870967742,0.159259259259259,0.211111111111111,0.0111111111111111,0
0.282407407407407,8.30769230769231,0.156481481481481,0.82962962962963,0.00277777777777778,1
0.794117647058823,0.693877551020408,0.117647058823529,0.63235294117647,0.0588235294117647,0
0.304347826086957,0.319444444444444,0,0.869565217391304,0.0869565217391304,0
0.78121463598642,401.666666666667,0.482384006035458,0.180912863070539,0.025273481705017,0
0.433355984855839,251.243902439024,0.456460537811863,0.268711775555771,0.100378604019027,0
0.329287598944591,154.244186046512,0.281417263475311,0.220882020354316,0.0428948360346777,0
0.445410343303374,89.3026315789474,0.474289082068661,0.331074112273464,0.0614409901281862,0
0.505557138785979,161.953846153846,0.410468319559229,0.17744846584972,0.0310629809062411,0
0.501937542739913,41.7809523809524,0.355596079325279,0.29997720537953,0.0271255983587873,0
0.712918660287081,46.4444444444444,0.374401913875598,0.516746411483254,0.0442583732057416,0
0.379704301075269,40.2162162162162,0.19489247311828,0.240591397849462,0.172043010752688,0
0.240816151571006,311.053333333333,0.0778001628873934,0.0363067426807836,0.0104162201551717,1
0.386751421880227,91.9692307692308,0.298093007694881,0.121110739377718,0.499163599866176,0
0.368777368831099,404.597826086957,0.0420707627004809,0.0221368508717728,0.00454020363753593,1
0.508121468926554,30.4516129032258,0.300141242937853,0.149011299435028,0.0603813559322034,0
0.606498194945848,6.75609756097561,0.259927797833935,0.527075812274368,0.140794223826715,0
